date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:03	147657/147657	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:03%20GMT	https://www.tickerautomotive.com/reviews	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/reviews.html	(from https://www.tickerautomotive.com/)
17:21:04	153176/153176	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:04%20GMT	https://www.tickerautomotive.com/leave-a-review	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/leave-a-review.html	(from https://www.tickerautomotive.com/)
17:21:04	131064/131064	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:04%20GMT	https://www.tickerautomotive.com/contact-us	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/contact-us.html	(from https://www.tickerautomotive.com/)
17:21:05	143213/143213	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:05%20GMT	https://www.tickerautomotive.com/directions	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/directions.html	(from https://www.tickerautomotive.com/)
17:21:06	216783/216783	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:05%20GMT	https://www.tickerautomotive.com/appointments	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/appointments.html	(from https://www.tickerautomotive.com/)
17:21:06	133299/133299	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:06%20GMT	https://www.tickerautomotive.com/services	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/services.html	(from https://www.tickerautomotive.com/)
17:21:07	132886/132886	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:07%20GMT	https://www.tickerautomotive.com/vehicles	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/vehicles.html	(from https://www.tickerautomotive.com/)
17:21:07	125278/125278	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:07%20GMT	https://www.tickerautomotive.com/tires	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/tires.html	(from https://www.tickerautomotive.com/)
17:21:08	138897/138897	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:08%20GMT	https://www.tickerautomotive.com/careers	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/careers.html	(from https://www.tickerautomotive.com/)
17:21:09	46624/46624	---M--	200	added ('OK')	image/png	etag:%221367c2ff9d45ae7fc756a7d3f0251e45%22	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/logo-49671cad-1920w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/logo-49671cad-1920w.png	(from https://www.tickerautomotive.com/)
17:21:10	39179/39179	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:09%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/logo-49671cad-393w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/logo-49671cad-393w.png	(from https://www.tickerautomotive.com/)
17:21:12	275/275	---MC-	301	error ('Moved%20Permanently')	application/xml	date:Sat,%2021%20Dec%202024%2000:21:10%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/slider_01-2304w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/slider_01-2304w.png	(from https://www.tickerautomotive.com/)
17:21:13	275/275	---MC-	301	error ('Moved%20Permanently')	application/xml	date:Sat,%2021%20Dec%202024%2000:21:10%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/slider_01-2304w.png?m	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/slider_01-2304w6f8f.png	(from https://www.tickerautomotive.com/)
17:21:15	297946/297946	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:12%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/GRAY-892h.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/GRAY-892h.png	(from https://www.tickerautomotive.com/)
17:21:15	5974/5974	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:14%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/napa-324w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/napa-324w.png	(from https://www.tickerautomotive.com/)
17:21:16	2795/2795	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:15%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/ASE-180w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/ASE-180w.png	(from https://www.tickerautomotive.com/)
17:21:18	688991/688991	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:16%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/wel-img-702w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/wel-img-702w.png	(from https://www.tickerautomotive.com/)
17:21:19	127059/127059	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:19%20GMT	https://www.tickerautomotive.com/oil-change	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/oil-change.html	(from https://www.tickerautomotive.com/)
17:21:19	128072/128072	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:19%20GMT	https://www.tickerautomotive.com/automotive-ac-service-and-repair	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/automotive-ac-service-and-repair.html	(from https://www.tickerautomotive.com/)
17:21:20	127412/127412	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:20%20GMT	https://www.tickerautomotive.com/wheel-alignment	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/wheel-alignment.html	(from https://www.tickerautomotive.com/)
17:21:22	297946/297946	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:20%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/GRAY-898h.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/GRAY-898h.png	(from https://www.tickerautomotive.com/)
17:21:24	639747/639747	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:21%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/customer-review-715h.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/customer-review-715h.png	(from https://www.tickerautomotive.com/)
17:21:24	13681/13681	---M-Z	200	added ('OK')	text/css	etag:%228022332562d4d61:0%22	https://zenogrecdn.kukui.com/libs/swiper/6.4.1/swiper-bundle.min.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/zenogrecdn.kukui.com/libs/swiper/6.4.1/swiper-bundle.min.css	(from https://www.tickerautomotive.com/)
17:21:26	297946/297946	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:24%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/GRAY-853h.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/GRAY-853h.png	(from https://www.tickerautomotive.com/)
17:21:28	476418/476418	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:26%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/towing-655h.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/towing-655h.png	(from https://www.tickerautomotive.com/)
17:21:28	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:28%20GMT	https://www.tickerautomotive.com/waiting-room.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/waiting-room.23.delayed	(from https://www.tickerautomotive.com/)
17:21:29	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:29%20GMT	https://www.tickerautomotive.com/after-hours.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/after-hours.24.delayed	(from https://www.tickerautomotive.com/)
17:21:29	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:29%20GMT	https://www.tickerautomotive.com/dining.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/dining.25.delayed	(from https://www.tickerautomotive.com/)
17:21:30	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:30%20GMT	https://www.tickerautomotive.com/hotel.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/hotel.26.delayed	(from https://www.tickerautomotive.com/)
17:21:30	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:30%20GMT	https://www.tickerautomotive.com/water.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/water.27.delayed	(from https://www.tickerautomotive.com/)
17:21:31	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:31%20GMT	https://www.tickerautomotive.com/tv.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/tv.28.delayed	(from https://www.tickerautomotive.com/)
17:21:31	123063/123063	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202024%2000:21:31%20GMT	https://www.tickerautomotive.com/play-area.svg	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/play-area.29.delayed	(from https://www.tickerautomotive.com/)
17:21:33	543283/543283	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:32%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/cars-1440w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/cars-1440w.png	(from https://www.tickerautomotive.com/)
17:21:34	8462/8462	---M-Z	200	added ('OK')	text/css	etag:%2280408f4d6e80d61:0%22	https://zenogrecdn.kukui.com/libs/the-datepicker/0.7.1/the-datepicker.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/zenogrecdn.kukui.com/libs/the-datepicker/0.7.1/the-datepicker.css	(from https://www.tickerautomotive.com/)
17:21:35	30471/30471	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:34%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/logo-49671cad-332w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/logo-49671cad-332w.png	(from https://www.tickerautomotive.com/)
17:21:35	135353/135353	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:35%20GMT	https://www.tickerautomotive.com/image-credits	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/image-credits.html	(from https://www.tickerautomotive.com/)
17:21:36	214778/214778	---MCZ	200	added ('OK')	text/css	etag:W/%2208d4b04c6236b0ae9d46d98adaa9d91d%22	https://static.cdn-website.com/mnlt/production/5014/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/5014/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	(from https://www.tickerautomotive.com/)
17:21:36	42650/42650	---MCZ	200	added ('OK')	text/css	etag:W/%228635259d0080c8b51cad79979cb0e458%22	https://irp.cdn-website.com/WIDGET_CSS/81e07f46b21c33085b9103a124ebb189.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/WIDGET_CSS/81e07f46b21c33085b9103a124ebb189.css	(from https://www.tickerautomotive.com/)
17:21:37	302338/302338	---MCZ	200	added ('OK')	text/css	etag:W/%225184fbd9d0ef89f136a3156f4d7cdd08%22	https://irp.cdn-website.com/fd5deb14/files/fd5deb14_withFlex_1.min.css?v=26	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/fd5deb14/files/fd5deb14_withFlex_1.min8d0c.css	(from https://www.tickerautomotive.com/)
17:21:39	50326/50326	---MCZ	200	added ('OK')	application/javascript	etag:W/%2281ff203c31c9a3e5c15c5a790eebb460%22	http://d32hwlnfiv2gyn.cloudfront.net/sp-2.0.0-dm-0.1.min.js	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/d32hwlnfiv2gyn.cloudfront.net/sp-2.0.0-dm-0.1.min.js	(from https://www.tickerautomotive.com/)
17:21:39	53086/53086	---MCZ	200	added ('OK')	text/css	etag:W/%2240cdf4418486d2caa4ad2cb3231aaf61%22	https://irp.cdn-website.com/fd5deb14/files/fd5deb14_home_withFlex_1.min.css?v=26	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/fd5deb14/files/fd5deb14_home_withFlex_1.min8d0c.css	(from https://www.tickerautomotive.com/)
17:21:39	832/832	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Dec%202024%2000:21:39%20GMT	https://zapi.kukui.com/ldschema.js?clientId=f6d46137-5904-4987-a641-8f89ecbde6ad	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/zapi.kukui.com/ldschemad7f7.js	(from https://www.tickerautomotive.com/)
17:21:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Dec%202024%2000:21:38%20GMT	https://www.tickerautomotive.com/path=/	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/www.tickerautomotive.com/path=/index.html	(from https://www.tickerautomotive.com/)
17:21:39	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:39%20GMT	https://zapi.kukui.com/_WebBuilderAssets/Secured/GlobalSettings/style.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/zapi.kukui.com/_WebBuilderAssets/Secured/GlobalSettings/style.34.delayed	(from https://www.tickerautomotive.com/)
17:21:39	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202024%2000:21:39%20GMT	https://zapi.kukui.com/_WebBuilderAssets/Secured/GlobalSettings/popup.js	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/zapi.kukui.com/_WebBuilderAssets/Secured/GlobalSettings/popup.js	(from https://www.tickerautomotive.com/)
17:21:40	214778/214778	---MCZ	200	added ('OK')	text/css	etag:W/%2208d4b04c6236b0ae9d46d98adaa9d91d%22	https://static.cdn-website.com/mnlt/production/5007/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/5007/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	(from https://www.tickerautomotive.com/about-us)
17:21:40	24147/24147	---MCZ	200	added ('OK')	text/css	etag:W/%22619a6b754a18d99462e0477fea4c0d3e%22	https://irp.cdn-website.com/WIDGET_CSS/8c4c4675b970aabf2671d30a49c8b048.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/WIDGET_CSS/8c4c4675b970aabf2671d30a49c8b048.css	(from https://www.tickerautomotive.com/about-us)
17:21:41	293335/293335	---MCZ	200	added ('OK')	text/css	etag:W/%2236cc9e3d08b0c62e5cae54a226147a81%22	https://irp.cdn-website.com/fd5deb14/files/fd5deb14_1.min.css?v=26	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/fd5deb14/files/fd5deb14_1.min8d0c.css	(from https://www.tickerautomotive.com/about-us)
17:21:41	309671/309671	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d3084972c5ab46afd328adbb8ca95d46%22	https://static.cdn-website.com/mnlt/production/5007/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/5007/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	(from https://www.tickerautomotive.com/about-us)
17:21:44	243/243	---MC-	301	error ('Moved%20Permanently')	application/xml	date:Sat,%2021%20Dec%202024%2000:21:41%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/banner-1920w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/banner-1920w.3a.delayed	(from https://www.tickerautomotive.com/about-us)
17:21:44	243/243	---MC-	301	error ('Moved%20Permanently')	application/xml	date:Sat,%2021%20Dec%202024%2000:21:41%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/banner-1920w.png?m	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/banner-1920w6f8f.png	(from https://www.tickerautomotive.com/about-us)
17:21:45	11660/11660	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Dec%202024%2000:21:45%20GMT	https://lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/slide_logo_1-1920w.png	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/lirp.cdn-website.com/fd5deb14/dms3rep/multi/opt/slide_logo_1-1920w.png	(from https://www.tickerautomotive.com/about-us)
17:21:46	26240/26240	---MCZ	200	added ('OK')	text/css	etag:W/%225d4c319dbfb8ff126c892dbb7d0aafda%22	https://irp.cdn-website.com/WIDGET_CSS/839e6fd39e2536b0371ffcfa8a95beb2.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/WIDGET_CSS/839e6fd39e2536b0371ffcfa8a95beb2.css	(from https://www.tickerautomotive.com/specials)
17:21:46	214778/214778	---MCZ	200	added ('OK')	text/css	etag:W/%2208d4b04c6236b0ae9d46d98adaa9d91d%22	https://static.cdn-website.com/mnlt/production/4999/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/4999/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	(from https://www.tickerautomotive.com/reviews)
17:21:47	28897/28897	---MCZ	200	added ('OK')	text/css	etag:W/%220f57879be72e181c639bf0a1120df1fe%22	https://irp.cdn-website.com/WIDGET_CSS/9fbe4446f6524d3327580fcde21c03a6.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/WIDGET_CSS/9fbe4446f6524d3327580fcde21c03a6.css	(from https://www.tickerautomotive.com/reviews)
17:21:47	309190/309190	---MCZ	200	added ('OK')	application/javascript	etag:W/%2289e73a4c571fec96243110f263892941%22	https://static.cdn-website.com/mnlt/production/4999/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/4999/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	(from https://www.tickerautomotive.com/reviews)
17:21:48	214778/214778	---MCZ	200	added ('OK')	text/css	etag:W/%2208d4b04c6236b0ae9d46d98adaa9d91d%22	https://static.cdn-website.com/mnlt/production/5003/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/5003/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	(from https://www.tickerautomotive.com/leave-a-review)
17:21:48	29677/29677	---MCZ	200	added ('OK')	text/css	etag:W/%22aa840c286fbdb247a94cd7e86c8d5fa2%22	https://irp.cdn-website.com/WIDGET_CSS/5fc97bdc90ecc6b713542140570eb4ec.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/WIDGET_CSS/5fc97bdc90ecc6b713542140570eb4ec.css	(from https://www.tickerautomotive.com/leave-a-review)
17:21:48	309671/309671	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d3084972c5ab46afd328adbb8ca95d46%22	https://static.cdn-website.com/mnlt/production/5003/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/5003/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	(from https://www.tickerautomotive.com/leave-a-review)
17:21:49	215585/215585	---MCZ	200	added ('OK')	text/css	etag:W/%22e2e358565f3f8ff68f55ce4cd3ed51a4%22	https://static.cdn-website.com/mnlt/production/5036/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/static.cdn-website.com/mnlt/production/5036/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	(from https://www.tickerautomotive.com/contact-us)
17:21:49	34421/34421	---MCZ	200	added ('OK')	text/css	etag:W/%22ffd99294d919fecc6abce00f780b31fc%22	https://irp.cdn-website.com/WIDGET_CSS/a4b3ff3ba866607412a227d0ccc2ce7e.css	C:/GoogleDrive/Projects/TickerAutomotive.com/oldsite/tickerautomotive.com/irp.cdn-website.com/WIDGET_CSS/a4b3ff3ba866607412a227d0ccc2ce7e.css	(from https://www.tickerautomotive.com/contact-us)
